"","timestamp","type","sourceID","targetID","abilityGameID","fight","buffs","hitType","amount","mitigated","unmitigatedAmount","absorbed","tick","targetMarker","overkill","logID","sourceMarker"
"1",11916560,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,77,998,921,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"2",11917549,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,97,1248,1151,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"3",11918543,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,122,1560,1438,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"4",11919556,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,152,1950,1798,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"5",11920571,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,191,2438,2247,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"6",11921548,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,1131,521,3047,1395,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"7",11922559,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,2809,1000,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"8",11923568,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,3511,1251,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"9",11924563,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,0,467,5953,5486,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"10",11925555,"damage",399,249,70911,41,"25228.47241.48942.63944.",1,3026,1340,7441,3075,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"11",11926575,"damage",399,249,70911,41,"25228.47241.48942.15359.63944.",1,4768,1922,9301,2611,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"12",11927560,"damage",399,249,70911,41,"25228.47241.48942.15359.63944.",1,7769,2854,11626,1003,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"13",11928563,"damage",399,249,70911,41,"25228.47241.48942.15359.63944.",1,10714,3819,14533,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"14",11929580,"damage",399,281,70911,41,"48942.63944.",1,451,48,998,499,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"15",11930570,"damage",399,281,70911,41,"48942.63944.",1,1187,61,1248,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"16",11931569,"damage",399,281,70911,41,"48942.63944.",1,1483,77,1560,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"17",11932576,"damage",399,281,70911,41,"48942.63944.",1,1855,95,1950,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"18",11933567,"damage",399,281,70911,41,"48942.63944.",1,2318,120,2438,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"19",11934567,"damage",399,281,70911,41,"48942.63944.",1,0,150,3047,2897,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"20",11935575,"damage",399,290,70911,41,"48942.63944.",1,0,30,998,968,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"21",11936574,"damage",399,290,70911,41,"48942.63944.",1,154,37,1248,1057,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"22",11937572,"damage",399,290,70911,41,"48942.63944.",1,1514,46,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"23",11938588,"damage",399,290,70911,41,"48942.63944.",1,1892,58,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"24",11939572,"damage",399,290,70911,41,"48942.63944.",1,2365,73,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"25",11940590,"damage",399,290,70911,41,"48942.63944.",1,2957,90,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"26",11941585,"damage",399,290,70911,41,"48942.63944.",1,3695,114,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"27",11942577,"damage",399,290,70911,41,"48942.63944.",1,4620,142,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"28",11943591,"damage",399,159,70911,41,"48942.49222.63944.",1,0,223,998,775,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"29",11944604,"damage",399,293,70911,41,"53601.53762.48942.67378.63944.",1,0,168,998,830,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"30",11945597,"damage",399,293,70911,41,"53601.53762.48942.67378.63944.",1,0,210,1248,1038,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"31",11946613,"damage",399,131,70911,41,"48942.63944.",1,0,68,998,930,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"32",11947616,"damage",399,278,70911,41,"48942.63944.",1,911,87,998,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"33",11948637,"damage",399,290,70911,41,"48942.63944.",1,0,NA,998,3391,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"34",11949624,"damage",399,290,70911,41,"48942.63944.",1,0,NA,1248,4238,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"35",11950633,"damage",399,290,70911,41,"48942.63944.",1,5298,NA,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"36",11951629,"damage",399,290,70911,41,"48942.63944.",1,6623,NA,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"37",11952645,"damage",399,131,70911,41,"48942.63944.",1,3255,NA,998,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"38",11953652,"damage",399,131,70911,41,"48942.63944.",1,4068,NA,1248,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"39",11954647,"damage",399,131,70911,41,"48942.63944.",1,5086,NA,1560,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"40",11955638,"damage",399,131,70911,41,"48942.63944.",1,6357,NA,1950,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"41",11956666,"damage",399,131,70911,41,"48942.63944.",1,2806,NA,2438,NA,TRUE,NA,5141,"aNywcjb7KXZq6tRC",NA
"42",12190427,"damage",399,287,70911,42,"55342.48942.63944.",1,0,NA,998,998,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"43",12191412,"damage",399,287,70911,42,"55342.48942.63944.",1,0,1,1248,1247,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"44",12192416,"damage",399,131,70911,42,"48942.63944.",1,930,68,998,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"45",12193446,"damage",399,131,70911,42,"48942.63944.",1,1162,86,1248,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"46",12194447,"damage",399,131,70911,42,"48942.63944.",1,1453,107,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"47",12195438,"damage",399,131,70911,42,"48942.63944.",1,1816,134,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"48",12196433,"damage",399,131,70911,42,"48942.63944.",1,2271,167,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"49",12197432,"damage",399,131,70911,42,"48942.63944.",1,2839,208,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"50",12198434,"damage",399,131,70911,42,"48942.63944.",1,1226,262,3809,2321,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"51",12199434,"damage",399,131,70911,42,"48942.63944.",1,4435,327,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"52",12200435,"damage",399,131,70911,42,"48942.63944.",1,5544,409,5953,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"53",12201436,"damage",399,131,70911,42,"48942.63944.",1,6930,511,7441,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"54",12202437,"damage",399,131,70911,42,"48942.63944.",1,6634,640,9301,2027,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"55",12203423,"damage",399,131,70911,42,"63944.",1,9837,799,11626,990,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"56",12204426,"damage",399,131,70911,42,"63944.",1,13534,999,14533,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"57",12205429,"damage",399,131,70911,42,"63944.",1,7254,1249,18167,9664,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"58",12206447,"damage",399,131,70911,42,"63944.",1,11238,1561,22708,NA,TRUE,3,9909,"aNywcjb7KXZq6tRC",NA
"59",12250709,"damage",399,286,70911,42,NA,1,919,79,998,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"60",12251709,"damage",399,286,70911,42,NA,1,1148,100,1248,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"61",12252711,"damage",399,286,70911,42,NA,1,1435,125,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"62",12253711,"damage",399,286,70911,42,NA,1,1795,155,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"63",12254713,"damage",399,286,70911,42,NA,1,2243,195,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"64",12255713,"damage",399,286,70911,42,NA,1,2804,243,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"65",12256714,"damage",399,286,70911,42,NA,1,3505,304,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"66",12257714,"damage",399,286,70911,42,NA,1,4381,381,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"67",12258715,"damage",399,286,70911,42,NA,1,5477,476,5953,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"68",12259717,"damage",399,286,70911,42,NA,1,5820,595,7441,1026,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"69",12260717,"damage",399,286,70911,42,NA,1,3371,744,9301,1283,TRUE,3,3903,"aNywcjb7KXZq6tRC",NA
"70",12662862,"damage",399,131,70911,43,"48942.63944.",1,0,68,998,930,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"71",12663879,"damage",399,131,70911,43,"48942.63944.",1,0,86,1248,1162,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"72",12664870,"damage",399,131,70911,43,"48942.63944.",1,0,107,1560,1453,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"73",12665900,"damage",399,287,70911,43,"55342.48942.63944.",1,0,NA,998,998,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"74",12666882,"damage",399,287,70911,43,"55342.48942.63944.",1,0,1,1248,1247,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"75",12667876,"damage",399,287,70911,43,"55342.48942.63944.",1,0,1,1560,1559,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"76",12668869,"damage",399,287,70911,43,"55342.48942.63944.",1,0,1,1950,1949,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"77",12669885,"damage",399,287,70911,43,"55342.48942.63944.",1,0,2,2438,2436,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"78",12670866,"damage",399,287,70911,43,"55342.48942.63944.",1,2228,1,3047,818,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"79",12671874,"damage",399,287,70911,43,"55342.63944.",1,0,3,3809,3806,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"80",12672887,"damage",399,287,70911,43,"55342.63944.",1,0,4,4762,4758,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"81",12673871,"damage",399,287,70911,43,"55342.63944.",1,3640,6,5953,2307,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"82",12674883,"damage",399,287,70911,43,"55342.63944.",1,6207,6,7441,1228,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"83",12675873,"damage",399,287,70911,43,"55342.63944.",1,9293,8,9301,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"84",12676890,"damage",399,287,70911,43,"55342.63944.",1,11617,9,11626,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"85",12677874,"damage",399,287,70911,43,"55342.63944.",1,14521,12,14533,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"86",12967361,"damage",399,281,70911,44,"48942.63944.",1,0,49,998,949,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"87",12968363,"damage",399,281,70911,44,"48942.63944.",1,0,61,1248,1187,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"88",12969356,"damage",399,281,70911,44,"48942.63944.",1,0,76,1560,1484,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"89",12970347,"damage",399,281,70911,44,"48942.63944.",1,0,95,1950,1855,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"90",12971348,"damage",399,281,70911,44,"48942.63944.",1,0,120,2438,2318,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"91",12972349,"damage",399,281,70911,44,"63944.",1,0,149,3047,2898,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"92",12973349,"damage",399,281,70911,44,"63944.",1,3621,188,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"93",12974367,"damage",399,281,70911,44,"63944.",1,1413,235,4762,3114,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"94",12975353,"damage",399,281,70911,44,"63944.",1,5659,294,5953,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"95",12976352,"damage",399,281,70911,44,"63944.",1,7073,368,7441,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"96",12977356,"damage",399,281,70911,44,"63944.",1,8842,459,9301,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"97",12978353,"damage",399,281,70911,44,"63944.",1,11053,573,11626,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"98",12979371,"damage",399,131,70911,44,"48942.63944.",1,0,68,998,930,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"99",12980361,"damage",399,131,70911,44,"48942.63944.",1,0,85,1248,1163,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"100",12981363,"damage",399,131,70911,44,"48942.63944.",1,725,107,1560,728,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"101",12982373,"damage",399,131,70911,44,"63944.",1,1816,134,1950,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"102",12983354,"damage",399,131,70911,44,"63944.",1,2271,167,2438,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"103",12984358,"damage",399,131,70911,44,"63944.",1,2839,208,3047,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"104",12985360,"damage",399,131,70911,44,"63944.",1,0,261,3809,3548,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"105",12986359,"damage",399,131,70911,44,"63944.",1,0,327,4762,4435,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"106",12987379,"damage",399,278,70911,44,"63944.",1,911,87,998,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"107",12988378,"damage",399,278,70911,44,"63944.",1,1138,110,1248,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"108",12989371,"damage",399,278,70911,44,"63944.",1,1423,137,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"109",12990382,"damage",399,278,70911,44,"63944.",1,1779,171,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"110",12991371,"damage",399,278,70911,44,"63944.",1,2223,215,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"111",12992371,"damage",399,278,70911,44,"63944.",1,2779,268,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"112",12993378,"damage",399,278,70911,44,"63944.",1,3474,335,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"113",12994383,"damage",399,278,70911,44,"63944.",1,4342,420,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"114",12995388,"damage",399,278,70911,44,"63944.",1,5427,526,5953,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"115",12996369,"damage",399,278,70911,44,"63944.",1,6785,656,7441,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"116",12997385,"damage",399,278,70911,44,"63944.",1,8481,820,9301,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"117",12998378,"damage",399,278,70911,44,"63944.",1,10601,1025,11626,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"118",12999389,"damage",399,278,70911,44,"63944.",1,2042,1281,14533,NA,TRUE,3,11210,"aNywcjb7KXZq6tRC",NA
"119",13228141,"damage",399,277,70911,45,"48942.63944.",1,0,87,998,911,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"120",13229148,"damage",399,277,70911,45,"48942.63944.",1,0,110,1248,1138,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"121",13230144,"damage",399,277,70911,45,"48942.63944.",1,0,137,1560,1423,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"122",13231143,"damage",399,277,70911,45,"48942.63944.",1,0,171,1950,1779,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"123",13232144,"damage",399,277,70911,45,"48942.63944.",1,1168,214,2438,1056,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"124",13233145,"damage",399,277,70911,45,"48942.63944.",1,2779,268,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"125",13234148,"damage",399,277,70911,45,"48942.63944.",1,1445,335,3809,2029,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"126",13235130,"damage",399,277,70911,45,"48942.63944.",1,0,420,4762,4342,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"127",13236136,"damage",399,277,70911,45,"63944.",1,0,525,5953,5428,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"128",13237152,"damage",399,131,70911,45,"63944.",1,0,68,998,930,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"129",13238150,"damage",399,131,70911,45,"63944.",1,0,85,1248,1163,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"130",13239152,"damage",399,131,70911,45,"63944.",1,0,107,1560,1453,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"131",13240167,"damage",399,131,70911,45,"63944.",1,0,134,1950,1816,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"132",13241151,"damage",399,131,70911,45,"63944.",1,0,167,2438,2271,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"133",13242153,"damage",399,131,70911,45,"48942.63944.",1,192,209,3047,2646,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"134",13243153,"damage",399,131,70911,45,"48942.63944.",1,3547,262,3809,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"135",13244154,"damage",399,131,70911,45,"48942.63944.",1,4435,327,4762,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"136",13245155,"damage",399,131,70911,45,"48942.63944.",1,5544,409,5953,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"137",13246156,"damage",399,287,70911,45,"55342.48942.63944.",1,0,1,998,997,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"138",13247173,"damage",399,287,70911,45,"55342.48942.63944.",1,0,1,1248,1247,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"139",13248164,"damage",399,287,70911,45,"48942.63944.",1,0,1,1560,1559,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"140",13249158,"damage",399,287,70911,45,"48942.63944.",1,1065,1,1950,884,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"141",13250159,"damage",399,287,70911,45,"48942.63944.",1,2436,2,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"142",13251169,"damage",399,287,70911,45,"48942.63944.",1,3045,2,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"143",13252181,"damage",399,287,70911,45,"48942.63944.",1,3806,3,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"144",13253175,"damage",399,287,70911,45,"48942.63944.",1,4759,3,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"145",13254178,"damage",399,278,70911,45,"48942.63944.",1,0,87,998,911,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"146",13255169,"damage",399,278,70911,45,"48942.63944.",1,0,110,1248,1138,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"147",13256181,"damage",399,278,70911,45,"48942.63944.",1,0,137,1560,1423,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"148",13257167,"damage",399,278,70911,45,"48942.63944.",1,0,171,1950,1779,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"149",13258179,"damage",399,278,70911,45,"48942.63944.",1,28,215,2438,2195,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"150",13259183,"damage",399,278,70911,45,"48942.63944.",1,2779,268,3047,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"151",13260184,"damage",399,278,70911,45,"48942.63944.",1,3474,335,3809,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"152",13261188,"damage",399,287,70911,45,"48942.63944.",1,0,NA,998,3492,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"153",13262186,"damage",399,287,70911,45,"48942.63944.",1,1111,NA,1248,3255,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"154",13263186,"damage",399,287,70911,45,"48942.63944.",1,5457,NA,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"155",13264178,"damage",399,287,70911,45,"48942.63944.",1,6822,NA,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"156",13265188,"damage",399,287,70911,45,"48942.63944.",1,8526,NA,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"157",13266201,"damage",399,277,70911,45,"48942.63944.",1,3163,NA,998,25,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"158",13267189,"damage",399,277,70911,45,"48942.63944.",1,3984,NA,1248,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"159",13268198,"damage",399,281,70911,45,"48942.63944.",1,0,49,998,949,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"160",13269211,"damage",399,281,70911,45,"48942.63944.",1,0,61,1248,1187,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"161",13270217,"damage",399,278,70911,45,"48942.63944.",1,3188,NA,998,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"162",13271226,"damage",399,278,70911,45,"48942.63944.",1,3984,NA,1248,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"163",13272211,"damage",399,278,70911,45,"48942.63944.",1,4981,NA,1560,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"164",13273215,"damage",399,278,70911,45,"48942.63944.",1,6225,NA,1950,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"165",13274218,"damage",399,278,70911,45,"48942.63944.",1,7781,NA,2438,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"166",13275213,"damage",399,278,70911,45,"48942.63944.",1,9727,NA,3047,NA,TRUE,NA,NA,"aNywcjb7KXZq6tRC",NA
"167",13276214,"damage",399,290,70911,45,"63944.",1,0,29,998,969,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"168",13277240,"damage",399,290,70911,45,"63944.",1,996,37,1248,215,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"169",13278237,"damage",399,290,70911,45,"63944.",1,1514,46,1560,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"170",13279233,"damage",399,290,70911,45,"63944.",1,1892,58,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"171",13280234,"damage",399,290,70911,45,"63944.",1,2365,73,2438,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"172",13281217,"damage",399,290,70911,45,"63944.",1,2956,91,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"173",13282223,"damage",399,290,70911,45,"63944.",1,3696,113,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"174",13283236,"damage",399,290,70911,45,"63944.",1,3692,142,4762,928,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"175",13284229,"damage",399,290,70911,45,"63944.",1,4748,179,5953,1026,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"176",13285226,"damage",399,290,70911,45,"63944.",1,7219,222,7441,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"177",13286238,"damage",399,131,70911,45,"63944.",1,0,NA,998,3255,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"178",13287244,"damage",399,131,70911,45,"63944.",1,705,NA,1248,3364,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"179",13385207,"damage",399,131,70911,45,"48942.63944.",1,0,68,998,930,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"180",13386213,"damage",399,131,70911,45,"48942.63944.",1,0,86,1248,1162,TRUE,6,NA,"aNywcjb7KXZq6tRC",NA
"181",13387221,"damage",399,131,70911,45,"48942.63944.",1,1453,107,1560,NA,TRUE,6,NA,"aNywcjb7KXZq6tRC",NA
"182",13388213,"damage",399,131,70911,45,"48942.63944.",1,1816,134,1950,NA,TRUE,6,NA,"aNywcjb7KXZq6tRC",NA
"183",13389223,"damage",399,277,70911,45,"48942.63944.",1,911,87,998,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"184",13390218,"damage",399,277,70911,45,"48942.63944.",1,1139,109,1248,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"185",13391224,"damage",399,277,70911,45,"48942.63944.",1,524,137,1560,899,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"186",13392225,"damage",399,277,70911,45,"48942.63944.",1,1779,171,1950,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"187",13393223,"damage",399,277,70911,45,"48942.63944.",1,1810,214,2438,414,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"188",13394233,"damage",399,277,70911,45,"48942.63944.",1,2779,268,3047,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"189",13395222,"damage",399,277,70911,45,"48942.63944.",1,3473,336,3809,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"190",13396229,"damage",399,277,70911,45,"48942.63944.",1,4343,419,4762,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"191",13397218,"damage",399,277,70911,45,"48942.63944.",1,5428,525,5953,NA,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"192",13398215,"damage",399,277,70911,45,"48942.63944.",1,3787,656,7441,2998,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"193",13399214,"damage",399,277,70911,45,"48942.63944.",1,7538,820,9301,943,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"194",13400227,"damage",399,277,70911,45,"48942.63944.",1,2393,1025,11626,8208,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"195",13401228,"damage",399,277,70911,45,"48942.63944.",1,11228,1281,14533,2024,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"196",13402213,"damage",399,277,70911,45,"48942.63944.",1,14520,1602,18167,2045,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
"197",13403218,"damage",399,277,70911,45,"48942.63944.",1,18704,2002,22708,2002,TRUE,3,NA,"aNywcjb7KXZq6tRC",NA
